dataset,missing,mode,phase,fusion_center_mode,use_anchor_moe,seed,train_drop_last,eval_drop_last,test_drop_last,effective_train_samples,effective_valid_samples,effective_test_samples,status,log_path,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
mosi,0.400000,dynamic_task_soft,full,dynamic_task_soft,0,111,-1,-1,-1,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.2_temp0.8/logs/mosi_missing0.4_dynamic_task_soft_full.log,0.702600,0.719300,0.724100,0.738600,0.344000,0.304700,1.063800,0.553200,1.060300
mosi,0.400000,dynamic_task_soft,full,dynamic_task_soft,0,1111,-1,-1,-1,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.2_temp0.8/logs/mosi_missing0.4_dynamic_task_soft_full.log,0.683700,0.690900,0.678400,0.683900,0.268200,0.244900,1.301700,0.536900,1.297800
mosi,0.400000,dynamic_task_soft,full,dynamic_task_soft,0,11111,-1,-1,-1,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.2_temp0.8/logs/mosi_missing0.4_dynamic_task_soft_full.log,0.720100,0.719400,0.724100,0.722400,0.332400,0.298800,1.105700,0.539500,1.107800
mosi,0.400000,dynamic_task_soft,full,dynamic_task_soft,0,111,1,0,0,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.2_temp0.8/logs/mosi_missing0.4_dynamic_task_soft_full.log,0.702600,0.719300,0.724100,0.738600,0.344000,0.304700,1.063800,0.553200,1.060300
mosi,0.400000,dynamic_task_soft,full,dynamic_task_soft,0,1111,1,0,0,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.2_temp0.8/logs/mosi_missing0.4_dynamic_task_soft_full.log,0.683700,0.690900,0.678400,0.683900,0.268200,0.244900,1.301700,0.536900,1.297800
mosi,0.400000,dynamic_task_soft,full,dynamic_task_soft,0,11111,1,0,0,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.2_temp0.8/logs/mosi_missing0.4_dynamic_task_soft_full.log,0.720100,0.719400,0.724100,0.722400,0.332400,0.298800,1.105700,0.539500,1.107800
mosi,0.500000,dynamic_task_soft,full,dynamic_task_soft,0,111,-1,-1,-1,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.2_temp0.8/logs/mosi_missing0.5_dynamic_task_soft_full.log,0.704100,0.704800,0.721000,0.720600,0.316300,0.298800,1.164500,0.471700,1.160500
mosi,0.500000,dynamic_task_soft,full,dynamic_task_soft,0,1111,-1,-1,-1,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.2_temp0.8/logs/mosi_missing0.5_dynamic_task_soft_full.log,0.587500,0.627100,0.573200,0.611000,0.172000,0.170600,1.372200,0.428700,1.377300
mosi,0.500000,dynamic_task_soft,full,dynamic_task_soft,0,11111,-1,-1,-1,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.2_temp0.8/logs/mosi_missing0.5_dynamic_task_soft_full.log,0.449000,0.570900,0.429900,0.553300,0.180800,0.180800,1.422900,0.272100,1.427300
mosi,0.500000,dynamic_task_soft,full,dynamic_task_soft,0,111,1,0,0,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.2_temp0.8/logs/mosi_missing0.5_dynamic_task_soft_full.log,0.704100,0.704800,0.721000,0.720600,0.316300,0.298800,1.164500,0.471700,1.160500
mosi,0.500000,dynamic_task_soft,full,dynamic_task_soft,0,1111,1,0,0,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.2_temp0.8/logs/mosi_missing0.5_dynamic_task_soft_full.log,0.587500,0.627100,0.573200,0.611000,0.172000,0.170600,1.372200,0.428700,1.377300
mosi,0.500000,dynamic_task_soft,full,dynamic_task_soft,0,11111,1,0,0,1272.000000,229.000000,686.000000,success,results/auto_anchor_runs_taskrouter_tune/lambda0.2_temp0.8/logs/mosi_missing0.5_dynamic_task_soft_full.log,0.449000,0.570900,0.429900,0.553300,0.180800,0.180800,1.422900,0.272100,1.427300
