index,id,y_true,y_pred,w_text,w_audio,w_vision,pred_text_center,pred_audio_center,pred_vision_center,err_text_center,err_audio_center,err_vision_center,oracle_w_text,oracle_w_audio,oracle_w_vision,router_selected_anchor,oracle_selected_anchor,router_oracle_match,availability_text,availability_audio,availability_vision,g_task,g_rel,w_rel_text,w_rel_audio,w_rel_vision,w_task_text,w_task_audio,w_task_vision,router_rel_selected_anchor,router_task_selected_anchor,task_router_oracle_match,entropy_rel,entropy_task,router_disagreement,pred_std,pred_range
146,d6hH302o4v8$_$11,-1.0,-0.30589884519577026,0.021401304751634598,0.06663209944963455,0.9119666218757629,0.010082992725074291,-0.00048588612116873264,-0.011980253271758556,1.0100829601287842,0.999514102935791,0.9880197644233704,0.3288109302520752,0.3331836462020874,0.338005393743515,vision,vision,1,0.5,0.800000011920929,0.6097561120986938,0.8502773642539978,0.1497226357460022,0.021401304751634598,0.06663209944963455,0.9119666218757629,0.9998288154602051,0.00012839524424634874,4.284016904421151e-05,vision,text,0,0.3467901647090912,0.0017525102011859417,0.6522850394248962,0.009009923785924911,0.022063245996832848
530,v0zCBqDeKcE$_$16,0.0,0.0950142964720726,0.022124243900179863,0.025521976873278618,0.9523537755012512,0.010082992725074291,-0.00048588612116873264,-0.011980253271758556,0.010082992725074291,0.00048588612116873264,0.011980253271758556,0.33225902915000916,0.33626896142959595,0.3314720094203949,vision,audio,0,0.8571428656578064,0.6666666865348816,1.0,0.8738587498664856,0.1261412501335144,0.022124243900179863,0.025521976873278618,0.9523537755012512,0.9998914003372192,5.5511758546344936e-05,5.307284300215542e-05,vision,text,0,0.22443005442619324,0.0011749695986509323,0.6518447995185852,0.009009923785924911,0.022063245996832848
278,jUzDDGyPkXU$_$27,-2.0,-1.4437140226364136,0.032142773270606995,0.045904289931058884,0.9219529032707214,0.010082992725074291,-0.00048588612116873264,-0.011980253271758556,2.010082960128784,1.999514102935791,1.9880197048187256,0.32881084084510803,0.3331837058067322,0.338005393743515,vision,vision,1,0.75,0.6666666865348816,0.699999988079071,0.8592640161514282,0.14073598384857178,0.032142773270606995,0.045904289931058884,0.9219529032707214,0.9998675584793091,8.654270641272888e-05,4.587332659866661e-05,vision,text,0,0.326852023601532,0.0014002661919221282,0.645149827003479,0.009009923785924911,0.022063245996832848
207,f9O3YtZ2VfI$_$29,-2.0,1.4379240274429321,0.030579837039113045,0.03796089068055153,0.9314593076705933,0.010082992725074291,-0.00048588612116873264,-0.011980253271758556,2.010082960128784,1.999514102935791,1.9880197048187256,0.32881084084510803,0.3331837058067322,0.338005393743515,vision,vision,1,0.75,0.5909090638160706,0.6962025165557861,0.8573604226112366,0.14263957738876343,0.030579837039113045,0.03796089068055153,0.9314593076705933,0.9999150037765503,5.302309727994725e-05,3.1982985092327e-05,vision,text,0,0.2969583570957184,0.000938007200602442,0.6462234258651733,0.009009923785924911,0.022063245996832848
633,yvsjCA6Y5Fc$_$3,-2.0,-1.1909825801849365,0.02251187153160572,0.050572581589221954,0.9269155263900757,0.010082992725074291,-0.00048588612116873264,-0.011980253271758556,2.010082960128784,1.999514102935791,1.9880197048187256,0.32881084084510803,0.3331837058067322,0.338005393743515,vision,vision,1,0.6153846383094788,0.7551020383834839,0.7118644118309021,0.8574383854866028,0.14256161451339722,0.02251187153160572,0.050572581589221954,0.9269155263900757,0.9998706579208374,8.929832256399095e-05,4.004835136584006e-05,vision,text,0,0.30667585134506226,0.0013673955108970404,0.6515724658966064,0.009009923785924911,0.022063245996832848
368,nbWiPyCm4g0$_$4,-2.200000047683716,-0.7498899698257446,0.03204528987407684,0.057631731033325195,0.9103229641914368,0.010082992725074291,-0.00048588612116873264,-0.011980253271758556,2.2100830078125,2.199514150619507,2.1880197525024414,0.3288108706474304,0.3331836462020874,0.338005393743515,vision,vision,1,0.6744186282157898,0.7086614370346069,0.5986841917037964,0.853758692741394,0.14624130725860596,0.03204528987407684,0.057631731033325195,0.9103229641914368,0.9999257326126099,5.351017171051353e-05,2.0772189600393176e-05,vision,text,0,0.36024796962738037,0.0008245149510912597,0.6452536582946777,0.009009923785924911,0.022063245996832848
656,zhpQhgha_KU$_$21,0.6000000238418579,-0.6705695390701294,0.032107580453157425,0.07447987794876099,0.8934125900268555,0.010082992725074291,-0.00048588612116873264,-0.011980253271758556,0.589917004108429,0.6004859209060669,0.6119802594184875,0.3378751277923584,0.33344075083732605,0.32868412137031555,vision,text,0,0.6842105388641357,0.8387096524238586,0.5945945978164673,0.8570969104766846,0.14290308952331543,0.032107580453157425,0.07447987794876099,0.8934125900268555,0.999866247177124,0.00010282618313794956,3.089878737227991e-05,vision,text,1,0.40454190969467163,0.0013987998245283961,0.6451724767684937,0.009009923785924911,0.022063245996832848
233,f_pcplsH_V0$_$14,-1.0,-0.8877341747283936,0.023343907669186592,0.04521169513463974,0.9314442873001099,0.010082992725074291,-0.00048588612116873264,-0.011980253271758556,1.0100829601287842,0.999514102935791,0.9880197644233704,0.3288109302520752,0.3331836462020874,0.338005393743515,vision,vision,1,0.6666666865348816,0.7311828136444092,0.75,0.8601056933403015,0.1398943066596985,0.023343907669186592,0.04521169513463974,0.9314442873001099,0.999883770942688,7.716171239735559e-05,3.9043210563249886e-05,vision,text,0,0.2938564419746399,0.0012432148214429617,0.6510266065597534,0.009009923785924911,0.022063245996832848
513,tmZoasNr4rU$_$18,0.0,-0.4026431739330292,0.041160698980093,0.04786868393421173,0.9109706878662109,0.010082992725074291,-0.00048588612116873264,-0.011980253271758556,0.010082992725074291,0.00048588612116873264,0.011980253271758556,0.33225902915000916,0.33626896142959595,0.3314720094203949,vision,audio,0,0.8888888955116272,0.692307710647583,0.6666666865348816,0.8634498715400696,0.13655012845993042,0.041160698980093,0.04786868393421173,0.9109706878662109,0.9999094009399414,6.160162593005225e-05,2.8936909075127915e-05,vision,text,0,0.36174383759498596,0.0009901938028633595,0.6391658782958984,0.009009923785924911,0.022063245996832848
116,d3_k5Xpfmik$_$4,-1.0,-0.9612450003623962,0.05123823136091232,0.043377216905355453,0.9053845405578613,0.010082992725074291,-0.00048588612116873264,-0.011980253271758556,1.0100829601287842,0.999514102935791,0.9880197644233704,0.3288109302520752,0.3331836462020874,0.338005393743515,vision,vision,1,0.9444444179534912,0.5957446694374084,0.625,0.8610658645629883,0.13893413543701172,0.05123823136091232,0.043377216905355453,0.9053845405578613,0.9999408721923828,3.8919260987313464e-05,2.0281308025005274e-05,vision,text,0,0.3783436715602875,0.0006734490161761642,0.6324684023857117,0.009009923785924911,0.022063245996832848
