index,id,y_true,y_pred,w_text,w_audio,w_vision,pred_text_center,pred_audio_center,pred_vision_center,err_text_center,err_audio_center,err_vision_center,oracle_w_text,oracle_w_audio,oracle_w_vision,router_selected_anchor,oracle_selected_anchor,router_oracle_match,availability_text,availability_audio,availability_vision
261,iiK8YX8oH1E$_$15,0.6000000238418579,0.678924560546875,0.34082913398742676,0.4143490791320801,0.24482184648513794,0.6206895112991333,0.662993311882019,0.6129137277603149,0.02068948745727539,0.06299328804016113,0.012913703918457031,0.3380363881587982,0.32062551379203796,0.34133806824684143,audio,vision,0,0.5,0.5,0.2222222238779068
8,c7UH_rxdZv4$_$28,-0.800000011920929,-0.7557080388069153,0.3136952519416809,0.36335882544517517,0.32294589281082153,-0.8736611008644104,-0.8684617877006531,-0.8544702529907227,0.07366108894348145,0.06846177577972412,0.0544702410697937,0.32994601130485535,0.3320973515510559,0.33795663714408875,audio,vision,0,0.5454545617103577,0.5192307829856873,0.4516128897666931
542,vvZ4IcEtiZc$_$12,0.20000000298023224,1.1043570041656494,0.3250223696231842,0.33428338170051575,0.34069427847862244,0.9555298686027527,1.0003149509429932,0.9520092606544495,0.7555298805236816,0.8003149628639221,0.7520092725753784,0.3389867842197418,0.32053130865097046,0.34048187732696533,vision,vision,1,0.6000000238418579,0.512499988079071,0.5121951103210449
640,yvsjCA6Y5Fc$_$8,0.4000000059604645,-1.0896613597869873,0.3273736536502838,0.294792115688324,0.3778342604637146,-1.214203119277954,-1.2155849933624268,-1.1881237030029297,1.6142030954360962,1.6155849695205688,1.5881236791610718,0.32987943291664124,0.3293101191520691,0.3408104479312897,vision,vision,1,0.5652173757553101,0.41428571939468384,0.5301204919815063
380,nzpVDcQ0ywM$_$2,-1.600000023841858,0.5195141434669495,0.36729884147644043,0.28395912051200867,0.3487420380115509,0.48851320147514343,0.5016623139381409,0.4819401204586029,2.088513135910034,2.1016623973846436,2.081940174102783,0.3342303931713104,0.32878169417381287,0.3369878828525543,text,vision,0,0.699999988079071,0.47058823704719543,0.5609756112098694
29,c7UH_rxdZv4$_$31,-1.399999976158142,0.3621322810649872,0.3077911138534546,0.33284011483192444,0.3593687415122986,0.1961049735546112,0.18014422059059143,0.21871282160282135,1.5961049795150757,1.5801441669464111,1.6187127828598022,0.33419254422187805,0.34092700481414795,0.3248805105686188,vision,audio,0,0.5882353186607361,0.5280898809432983,0.5514018535614014
468,rnaNMUZpvvg$_$19,-1.399999976158142,-0.25894707441329956,0.3374273180961609,0.30425503849983215,0.35831764340400696,-0.4817199409008026,-0.46939611434936523,-0.4572216272354126,0.9182800054550171,0.9306038618087769,0.9427783489227295,0.3384604752063751,0.3332865536212921,0.32825297117233276,vision,text,0,0.5652173757553101,0.4150943458080292,0.484375
201,f9O3YtZ2VfI$_$27,1.600000023841858,1.3773385286331177,0.28099924325942993,0.40747734904289246,0.3115234673023224,1.1774053573608398,1.2151588201522827,1.1769003868103027,0.42259466648101807,0.3848412036895752,0.4230996370315552,0.32811716198921204,0.343972772359848,0.32791009545326233,audio,audio,1,0.4545454680919647,0.5416666865348816,0.3928571343421936
500,tStelxIAHjw$_$7,1.399999976158142,0.9823206663131714,0.2245592623949051,0.464458167552948,0.3109825849533081,0.8590409755706787,0.9006413221359253,0.8543371558189392,0.5409590005874634,0.4993586540222168,0.5456628203392029,0.3281363546848297,0.3456510007381439,0.32621264457702637,audio,audio,1,0.5,0.7647058963775635,0.550000011920929
593,wMbj6ajWbic$_$11,0.4000000059604645,-0.7489421367645264,0.3527340590953827,0.3325115442276001,0.3147544264793396,-0.8967145085334778,-0.8934116363525391,-0.8681495189666748,1.2967145442962646,1.2934116125106812,1.268149495124817,0.3288945257663727,0.3302552103996277,0.340850293636322,text,vision,0,0.5882353186607361,0.4615384638309479,0.42553192377090454
