index,id,y_true,y_pred,w_text,w_audio,w_vision,pred_text_center,pred_audio_center,pred_vision_center,err_text_center,err_audio_center,err_vision_center,oracle_w_text,oracle_w_audio,oracle_w_vision,router_selected_anchor,oracle_selected_anchor,router_oracle_match,availability_text,availability_audio,availability_vision,g_task,g_rel,w_rel_text,w_rel_audio,w_rel_vision,w_task_text,w_task_audio,w_task_vision,router_rel_selected_anchor,router_task_selected_anchor,task_router_oracle_match,entropy_rel,entropy_task,router_disagreement,pred_std,pred_range
368,nbWiPyCm4g0$_$4,-2.200000047683716,-0.1367001235485077,4.408033873914974e-06,2.307256863787188e-06,0.9999933242797852,-0.03165115416049957,0.05784615874290466,-0.10171327739953995,2.168348789215088,2.2578461170196533,2.0982868671417236,0.33493146300315857,0.29948195815086365,0.36558660864830017,vision,vision,1,0.8837209343910217,0.8582677245140076,0.9144737124443054,0.5781863927841187,0.42181360721588135,4.408033873914974e-06,2.307256863787188e-06,0.9999933242797852,2.541139849654428e-07,1.6612797253401368e-06,0.9999980926513672,vision,vision,1,9.096289431909099e-05,2.7854592190124094e-05,3.189422841387568e-06,0.06530074775218964,0.159559428691864
427,phBUpBr1hSo$_$11,2.0,0.3760274648666382,5.290049102768535e-06,2.3839891127863666e-06,0.9999923706054688,0.13811036944389343,-0.21130409836769104,-0.04332819953560829,1.8618896007537842,2.211304187774658,2.043328285217285,0.4092988073825836,0.26445668935775757,0.3262445330619812,vision,text,0,0.8888888955116272,0.761904776096344,0.9200000166893005,0.5871245861053467,0.4128754138946533,5.290049102768535e-06,2.3839891127863666e-06,0.9999923706054688,3.085185653617373e-07,1.6147776022990001e-06,0.9999979734420776,vision,vision,0,0.0001027466933010146,2.8167074560769834e-05,3.784526370509411e-06,0.14268314838409424,0.3494144678115845
129,d6hH302o4v8$_$22,-1.0,-1.0126043558120728,8.99909355212003e-06,5.800673079647822e-06,0.9999852180480957,-0.010712072253227234,0.0913098007440567,-0.24166008830070496,0.9892879128456116,1.0913097858428955,0.7583398818969727,0.31104776263237,0.27380579710006714,0.41514647006988525,vision,vision,1,0.8888888955116272,0.9459459185600281,0.8888888955116272,0.584480345249176,0.415519654750824,8.99909355212003e-06,5.800673079647822e-06,0.9999852180480957,6.283721063482517e-07,4.3505747271410655e-06,0.9999951124191284,vision,vision,1,0.0001892586296889931,6.754962669219822e-05,6.571730409632437e-06,0.13928961753845215,0.33296990394592285
649,yvsjCA6Y5Fc$_$19,-1.600000023841858,-0.38707640767097473,7.009506589383818e-06,3.425236172915902e-06,0.9999895095825195,0.0074666887521743774,0.022775739431381226,-0.12251985818147659,1.607466697692871,1.6227757930755615,1.477480173110962,0.31670886278152466,0.3107058107852936,0.37258532643318176,vision,vision,1,0.9696969985961914,0.8962264060974121,0.9074074029922485,0.5781460404396057,0.4218539595603943,7.009506589383818e-06,3.425236172915902e-06,0.9999895095825195,4.024608983854705e-07,2.3949937713041436e-06,0.9999972581863403,vision,vision,1,0.00013676524395123124,3.964477946283296e-05,5.128631073603174e-06,0.06518493592739105,0.14529559016227722
537,v0zCBqDeKcE$_$6,0.800000011920929,0.494536429643631,5.227076599112479e-06,2.4989897156046936e-06,0.9999922513961792,0.11743360757827759,-0.12054809927940369,-0.09717271476984024,0.6825664043426514,0.9205480813980103,0.897172749042511,0.3988194763660431,0.29619908332824707,0.3049814701080322,vision,text,0,0.949999988079071,0.8684210777282715,0.9130434989929199,0.5822772979736328,0.4177227020263672,5.227076599112479e-06,2.4989897156046936e-06,0.9999922513961792,2.628536321935826e-07,1.6324945590895368e-06,0.9999980926513672,vision,vision,0,0.00010353454854339361,2.7623878850135952e-05,3.890657808369724e-06,0.10710201412439346,0.23798170685768127
457,rnaNMUZpvvg$_$6,-2.5999999046325684,-0.6667191386222839,6.1677155827055685e-06,3.964938059652923e-06,0.9999898672103882,0.0037437081336975098,0.06052270531654358,-0.17782583832740784,2.603743553161621,2.660522699356079,2.4221739768981934,0.31384679675102234,0.2923439145088196,0.39380934834480286,vision,vision,1,0.8999999761581421,0.9583333134651184,0.9285714030265808,0.5814818739891052,0.4185181260108948,6.1677155827055685e-06,3.964938059652923e-06,0.9999898672103882,3.773099876980268e-07,2.8684817152679898e-06,0.9999967813491821,vision,vision,1,0.00013341777957975864,4.5386066631181166e-05,4.600333340931684e-06,0.10165376216173172,0.23834854364395142
103,d3_k5Xpfmik$_$10,0.4000000059604645,0.10759074985980988,6.22724382992601e-06,3.116864490948501e-06,0.999990701675415,0.06943893432617188,-0.03842596709728241,-0.09014413505792618,0.3305610716342926,0.4384259581565857,0.49014413356781006,0.3713301718235016,0.32449185848236084,0.3041779398918152,vision,text,0,1.0,0.9384615421295166,0.9090909361839294,0.578739583492279,0.42126041650772095,6.22724382992601e-06,3.116864490948501e-06,0.999990701675415,3.300815762941056e-07,2.0883815068373224e-06,0.9999974966049194,vision,vision,0,0.0001234393857885152,3.472387106739916e-05,4.573525075102225e-06,0.06648004055023193,0.15958306193351746
41,cM3Yna7AavY$_$3,1.0,0.12639117240905762,4.905688456346979e-06,3.1200238481687848e-06,0.9999920129776001,0.11136007308959961,-0.06935353577136993,-0.0904662162065506,0.8886399269104004,1.0693535804748535,1.0904662609100342,0.38837528228759766,0.3098474144935608,0.3017772436141968,vision,text,0,0.8125,0.8723404407501221,0.8965517282485962,0.5788731575012207,0.4211268424987793,4.905688456346979e-06,3.1200238481687848e-06,0.9999920129776001,2.990313987538684e-07,2.231711278000148e-06,0.9999973773956299,vision,vision,0,0.00010749425564426929,3.613573426264338e-05,3.619795961640193e-06,0.09057655185461044,0.2018262892961502
394,nzpVDcQ0ywM$_$16,1.399999976158142,0.3253616690635681,7.308639851544285e-06,3.3872715903271455e-06,0.99998939037323,0.1137295663356781,-0.06771007925271988,-0.07771297544240952,1.2862703800201416,1.467710018157959,1.4777129888534546,0.3869584798812866,0.3084370195865631,0.3046044111251831,vision,text,0,1.0,0.9024389982223511,0.8775510191917419,0.5797097086906433,0.4202902913093567,7.308639851544285e-06,3.3872715903271455e-06,0.99998939037323,4.0918919808063947e-07,2.3401519229082623e-06,0.9999972581863403,vision,vision,0,0.00013968920393381268,3.908151120413095e-05,5.2714613048010506e-06,0.08798399567604065,0.1914425492286682
436,phBUpBr1hSo$_$18,0.800000011920929,0.6227051615715027,6.46855414743186e-06,3.1613428745913552e-06,0.9999903440475464,0.14248834550380707,-0.0820075049996376,-0.09319308400154114,0.6575116515159607,0.8820075392723083,0.8931931257247925,0.39997705817222595,0.3021088242530823,0.2979141175746918,vision,text,0,1.0,0.9285714030265808,0.8823529481887817,0.5815713405609131,0.4184286594390869,6.46855414743186e-06,3.1613428745913552e-06,0.9999903440475464,3.507576877836982e-07,2.150645968868048e-06,0.9999974966049194,vision,vision,0,0.0001269626955036074,3.5762299376074225e-05,4.760350293508964e-06,0.10856091231107712,0.2356814295053482
562,vyB00TXsimI$_$9,-0.25,-0.00658425921574235,6.305441274889745e-06,3.6019503113493556e-06,0.9999901056289673,0.05282659828662872,-0.013298854231834412,-0.07240063697099686,0.30282658338546753,0.2367011457681656,0.17759937047958374,0.30716121196746826,0.33362895250320435,0.3592098355293274,vision,vision,1,0.8999999761581421,0.9117646813392639,0.8500000238418579,0.5749951601028442,0.42500483989715576,6.305441274889745e-06,3.6019503113493556e-06,0.9999901056289673,3.744785317394417e-07,2.544274138926994e-06,0.9999971389770508,vision,vision,1,0.00013052328722551465,4.115708725294098e-05,4.673995590565028e-06,0.0511506050825119,0.12522724270820618
527,v0zCBqDeKcE$_$12,-0.4000000059604645,-0.5341810584068298,5.795755441795336e-06,3.4938166209030896e-06,0.999990701675415,0.013311706483364105,0.01589694619178772,-0.13342994451522827,0.4133117198944092,0.4158969521522522,0.2665700614452362,0.3126855790615082,0.3116767108440399,0.3756377100944519,vision,vision,1,0.8666666746139526,0.892307698726654,0.8974359035491943,0.5771027207374573,0.4228972792625427,5.795755441795336e-06,3.4938166209030896e-06,0.999990701675415,3.4933179904328426e-07,2.4432886220893124e-06,0.9999972581863403,vision,vision,1,0.0001230638736160472,3.948815356125124e-05,4.351154530013446e-06,0.0697920098900795,0.149326890707016
293,jUzDDGyPkXU$_$10,2.4000000953674316,0.6538517475128174,4.524672931438545e-06,2.8736119475070154e-06,0.9999926090240479,0.12066520005464554,-0.1503112018108368,-0.0685136616230011,2.279334783554077,2.550311326980591,2.4685137271881104,0.3996661305427551,0.28483468294143677,0.31549912691116333,vision,text,0,0.8571428656578064,0.9152542352676392,0.9056603908538818,0.5821275115013123,0.41787248849868774,4.524672931438545e-06,2.8736119475070154e-06,0.9999926090240479,2.2749838990421267e-07,1.847129510679224e-06,0.9999979734420776,vision,vision,0,9.971857070922852e-05,2.9872218874515966e-05,3.5626917451736517e-06,0.11348406225442886,0.27097639441490173
