index,id,y_true,y_pred,w_text,w_audio,w_vision,pred_text_center,pred_audio_center,pred_vision_center,err_text_center,err_audio_center,err_vision_center,oracle_w_text,oracle_w_audio,oracle_w_vision,router_selected_anchor,oracle_selected_anchor,router_oracle_match,availability_text,availability_audio,availability_vision,g_task,g_rel,w_rel_text,w_rel_audio,w_rel_vision,w_task_text,w_task_audio,w_task_vision,router_rel_selected_anchor,router_task_selected_anchor,task_router_oracle_match,entropy_rel,entropy_task,router_disagreement,pred_std,pred_range
158,d6hH302o4v8$_$37,-2.200000047683716,-2.0527961254119873,0.0017198225250467658,0.9976130723953247,0.0006671128212474287,-0.001607136451639235,-0.017249183729290962,0.01640964113175869,2.198392868041992,2.182750940322876,2.216409683227539,0.3336140513420105,0.3402012586593628,0.3261847198009491,audio,audio,1,1.0,0.625,0.6666666865348816,0.5007697939872742,0.49923020601272583,0.0017198225250467658,0.9976130723953247,0.0006671128212474287,0.001958883134648204,0.997553288936615,0.0004878105828538537,audio,audio,1,0.018209941685199738,0.018377918750047684,0.00015938210708554834,0.013752552680671215,0.03365882486104965
450,rnaNMUZpvvg$_$22,-2.200000047683716,-0.36322906613349915,0.00020621363364625722,0.9996157884597778,0.00017802104412112385,-0.0016126309055835009,-0.01723717525601387,0.016409387812018394,2.198387384414673,2.182762861251831,2.21640944480896,0.33361729979515076,0.34019705653190613,0.3261857032775879,audio,audio,1,0.6551724076271057,0.5972222089767456,0.5977011322975159,0.4983074963092804,0.501692533493042,0.00020621363364625722,0.9996157884597778,0.00017802104412112385,0.00021542813919950277,0.9997037053108215,8.07939431979321e-05,audio,audio,1,0.0036711341235786676,0.002876435872167349,6.478615978267044e-05,0.01374777127057314,0.033646561205387115
587,wMbj6ajWbic$_$5,0.20000000298023224,0.37426072359085083,0.00012694390898104757,0.9997552037239075,0.00011786017421400174,-0.0016171588795259595,-0.017261512577533722,0.01641169562935829,0.20161716639995575,0.21726152300834656,0.18358831107616425,0.3329530358314514,0.32650524377822876,0.34054169058799744,audio,vision,0,0.5625,0.6410256624221802,0.5208333134651184,0.4974762797355652,0.5025237202644348,0.00012694390898104757,0.9997552037239075,0.00011786017421400174,0.0001287283084820956,0.9998217225074768,4.963192986906506e-05,audio,audio,0,0.002449821913614869,0.0018232609145343304,4.551047459244728e-05,0.013758514076471329,0.033673208206892014
142,d6hH302o4v8$_$9,-2.4000000953674316,-0.7848671078681946,0.0002662685001268983,0.9996026158332825,0.0001311829109909013,-0.0016143778339028358,-0.01723422482609749,0.016407543793320656,2.398385763168335,2.382765769958496,2.416407585144043,0.33361783623695374,0.34019577503204346,0.3261863887310028,audio,audio,1,0.875,0.625,0.5263158082962036,0.4995667636394501,0.5004332065582275,0.0002662685001268983,0.9996026158332825,0.0001311829109909013,0.0002813655883073807,0.9996604919433594,5.820238948217593e-05,audio,audio,1,0.0037615757901221514,0.0032074004411697388,4.865123992203735e-05,0.013745859265327454,0.03364177048206329
168,dq3Nf_lMPnE$_$15,1.0,-0.3882664144039154,0.00012874027015641332,0.9997486472129822,0.00012263248208910227,-0.0016152240568771958,-0.017235934734344482,0.016409026458859444,1.0016151666641235,1.0172359943389893,0.9835909605026245,0.3329504728317261,0.3265123665332794,0.34053707122802734,audio,vision,0,0.529411792755127,0.6271186470985413,0.5,0.49725013971328735,0.5027498602867126,0.00012874027015641332,0.9997486472129822,0.00012263248208910227,0.0001331492094323039,0.9998146891593933,5.221980973146856e-05,audio,audio,0,0.0025089867413043976,0.0018883924931287766,4.695451934821904e-05,0.01374717615544796,0.03364495933055878
389,nzpVDcQ0ywM$_$13,-1.0,-0.5952795743942261,0.00019293483637738973,0.9996527433395386,0.00015430798521265388,-0.001614909851923585,-0.01723589561879635,0.016408488154411316,0.9983850717544556,0.9827641248703003,1.0164084434509277,0.3336179554462433,0.3401962220668793,0.32618582248687744,audio,audio,1,0.7058823704719543,0.5357142686843872,0.5735294222831726,0.49870195984840393,0.5012980699539185,0.00019293483637738973,0.9996527433395386,0.00015430798521265388,0.0002056514349533245,0.9997296929359436,6.467322236858308e-05,audio,audio,1,0.003351671854034066,0.0026399416383355856,5.9766985941678286e-05,0.013746930286288261,0.033644385635852814
367,nbWiPyCm4g0$_$5,-1.399999976158142,-0.16400881111621857,0.00017117406241595745,0.9996711015701294,0.0001577809453010559,-0.001613900763913989,-0.01724080927670002,0.016410622745752335,1.3983861207962036,1.3827592134475708,1.4164105653762817,0.333617240190506,0.3401980698108673,0.3261847198009491,audio,audio,1,0.6388888955116272,0.604938268661499,0.5833333134651184,0.4981577694416046,0.5018422603607178,0.00017117406241595745,0.9996711015701294,0.0001577809453010559,0.00018712056044023484,0.9997434020042419,6.941430183360353e-05,audio,audio,1,0.0031946501694619656,0.002527413424104452,5.8871191868092865e-05,0.013749757781624794,0.033651433885097504
354,lXPQBPVc5Cw$_$13,2.799999952316284,-0.43709471821784973,0.00010699361882871017,0.9997699856758118,0.00012299654190428555,-0.001615905319340527,-0.01723765954375267,0.016409296542406082,2.8016159534454346,2.817237615585327,2.78359055519104,0.3329504430294037,0.326511949300766,0.34053757786750793,audio,vision,0,0.5,0.6875,0.5555555820465088,0.49706533551216125,0.5029346942901611,0.00010699361882871017,0.9997699856758118,0.00012299654190428555,0.00011531045311130583,0.9998311996459961,5.3500825742958114e-05,audio,audio,0,0.0023155640810728073,0.0017406119732186198,4.634217475540936e-05,0.0137479892000556,0.03364695608615875
518,tmZoasNr4rU$_$5,-0.800000011920929,-1.1847248077392578,0.00017113475769292563,0.9997045397758484,0.00012428394984453917,-0.0016129660652950406,-0.01723221130669117,0.01640641875565052,0.7983870506286621,0.7827677726745605,0.8164064288139343,0.3336176574230194,0.3401952385902405,0.3261871337890625,audio,audio,1,0.75,0.7333333492279053,0.5925925970077515,0.4986788332462311,0.5013211965560913,0.00017113475769292563,0.9997045397758484,0.00012428394984453917,0.00018371663463767618,0.9997602105140686,5.6091190344886854e-05,audio,audio,1,0.0028973366133868694,0.002369143068790436,4.548179276753217e-05,0.01374456100165844,0.03363863006234169
150,d6hH302o4v8$_$15,-1.75,-1.4452688694000244,0.00026671719388104975,0.9995965361595154,0.0001368090888718143,-0.0016123914392665029,-0.01723056472837925,0.016405614092946053,1.7483875751495361,1.73276948928833,1.7664055824279785,0.33361759781837463,0.3401947319507599,0.32618770003318787,audio,audio,1,0.75,0.5,0.4375,0.49878251552581787,0.5012174844741821,0.00026671719388104975,0.9995965361595154,0.0001368090888718143,0.0002843990514520556,0.9996522665023804,6.33140152785927e-05,audio,audio,1,0.0038154441863298416,0.0032818911131471395,4.896909376839176e-05,0.013743557967245579,0.0336361788213253
411,pLTX3ipuDJI$_$11,0.6000000238418579,-0.6570889949798584,0.00010432708222651854,0.9997832179069519,0.00011241785250604153,-0.0016151387244462967,-0.017233921214938164,0.016408052295446396,0.6016151905059814,0.61723393201828,0.5835919976234436,0.3329503834247589,0.3265130817890167,0.34053653478622437,audio,vision,0,0.4117647111415863,0.6170212626457214,0.45614033937454224,0.49644899368286133,0.5035510063171387,0.00010432708222651854,0.9997832179069519,0.00011241785250604153,0.00010760914301499724,0.9998434782028198,4.888981129624881e-05,audio,audio,0,0.0021954551339149475,0.0016249922337010503,4.235680535202846e-05,0.013745966367423534,0.03364197164773941
595,wMbj6ajWbic$_$13,2.0,0.002091212198138237,0.0001363229239359498,0.9997301697731018,0.00013345004117581993,-0.0016156513011083007,-0.017241790890693665,0.016409704461693764,2.0016157627105713,2.0172417163848877,1.9835902452468872,0.33295100927352905,0.3265107572078705,0.34053823351860046,audio,vision,0,0.5833333134651184,0.7017543911933899,0.5735294222831726,0.49760764837265015,0.5023923516273499,0.0001363229239359498,0.9997301697731018,0.00013345004117581993,0.0001386227668263018,0.9998040795326233,5.727909956476651e-05,audio,audio,0,0.002673726063221693,0.001986849820241332,5.07935146742966e-05,0.013749798759818077,0.03365149348974228
444,phBUpBr1hSo$_$6,1.600000023841858,-0.19560007750988007,0.00014506604929920286,0.9997285008430481,0.00012643223453778774,-0.0016144518740475178,-0.017238706350326538,0.0164094939827919,1.6016144752502441,1.6172387599945068,1.5835905075073242,0.33295103907585144,0.326511412858963,0.34053751826286316,audio,vision,0,0.6499999761581421,0.7234042286872864,0.5964912176132202,0.4980478584766388,0.5019521713256836,0.00014506604929920286,0.9997285008430481,0.00012643223453778774,0.000149886793224141,0.9997934699058533,5.670038444804959e-05,audio,audio,0,0.00268841371871531,0.0020807376131415367,4.650721893995069e-05,0.013748460449278355,0.03364820033311844
562,vyB00TXsimI$_$9,-0.25,-0.2341076135635376,0.00016829074593260884,0.9995785355567932,0.000253164442256093,-0.001615710905753076,-0.01724090613424778,0.016409967094659805,0.2483842819929123,0.23275908827781677,0.2664099633693695,0.3336176574230194,0.34019774198532104,0.32618460059165955,audio,audio,1,0.5,0.5,0.699999988079071,0.4976782500743866,0.502321720123291,0.00016829074593260884,0.9995785355567932,0.000253164442256093,0.00017354956071358174,0.9997175335884094,0.00010887157259276137,audio,audio,1,0.00398034555837512,0.00277867098338902,9.618323383620009e-05,0.013749558478593826,0.033650875091552734
67,cW1FSBF59ik$_$15,-2.5999999046325684,-0.4868514835834503,0.00013281677092891186,0.9997370839118958,0.00013012766430620104,-0.0016148010035976768,-0.01723530888557434,0.01640862599015236,2.5983850955963135,2.5827646255493164,2.616408586502075,0.33361801505088806,0.3401961028575897,0.32618582248687744,audio,audio,1,0.5416666865348816,0.6170212626457214,0.5398229956626892,0.49742192029953003,0.50257807970047,0.00013281677092891186,0.9997370839118958,0.00013012766430620104,0.00013472652062773705,0.9998095631599426,5.56966224394273e-05,audio,audio,1,0.002612707205116749,0.0019366983324289322,4.960667865816504e-05,0.013746751472353935,0.0336439348757267
151,d6hH302o4v8$_$14,-1.7999999523162842,-1.2908402681350708,0.00019641505787149072,0.9996535778045654,0.00014997362450230867,-0.0016134490724653006,-0.01723041944205761,0.01640525832772255,1.7983864545822144,1.7827695608139038,1.816405177116394,0.3336178660392761,0.3401944041252136,0.3261876404285431,audio,audio,1,0.7857142686843872,0.6551724076271057,0.6571428775787354,0.49919283390045166,0.5008071660995483,0.00019641505787149072,0.9996535778045654,0.00014997362450230867,0.00020296087313909084,0.9997323155403137,6.47257111268118e-05,audio,audio,1,0.0033433251082897186,0.0026176050305366516,5.68438226764556e-05,0.013743371702730656,0.03363567590713501
144,d6hH302o4v8$_$39,-3.0,-0.7581955194473267,0.00029519491363316774,0.9995114803314209,0.00019335221440996975,-0.0016141864471137524,-0.01723478175699711,0.016407519578933716,2.9983859062194824,2.9827651977539062,3.0164074897766113,0.33361777663230896,0.3401959240436554,0.3261863589286804,audio,audio,1,0.8888888955116272,0.5714285969734192,0.6764705777168274,0.5000901222229004,0.4999098777770996,0.00029519491363316774,0.9995114803314209,0.00019335221440996975,0.0003161472559440881,0.9995984435081482,8.544572483515367e-05,audio,audio,1,0.004541042260825634,0.0037498059682548046,7.194067438831553e-05,0.013746066950261593,0.033642299473285675
680,zhpQhgha_KU$_$31,-1.0,-0.6407633423805237,0.00017245444178115577,0.9996750354766846,0.00015249894931912422,-0.0016143143875524402,-0.01723473332822323,0.016408218070864677,0.9983856678009033,0.982765257358551,1.0164082050323486,0.3336179256439209,0.34019598364830017,0.3261861503124237,audio,audio,1,0.5416666865348816,0.5,0.5,0.4975537061691284,0.5024462938308716,0.00017245444178115577,0.9996750354766846,0.00015249894931912422,0.0001758719445206225,0.9997572302818298,6.690807640552521e-05,audio,audio,1,0.003159489016979933,0.0024063989985734224,5.7067729358095676e-05,0.013746341690421104,0.033642951399087906
493,tStelxIAHjw$_$14,-1.7999999523162842,-1.1669976711273193,0.0004450121195986867,0.9992455244064331,0.000309482857119292,-0.001611671643331647,-0.017232445999979973,0.016406655311584473,1.7983882427215576,1.7827675342559814,1.8164066076278687,0.33361726999282837,0.34019550681114197,0.32618725299835205,audio,audio,1,0.875,0.4285714328289032,0.7058823704719543,0.5003352165222168,0.4996647834777832,0.0004450121195986867,0.9992455244064331,0.000309482857119292,0.0004772379179485142,0.9993796348571777,0.00014307834499049932,audio,audio,1,0.006689321715384722,0.005536374170333147,0.00011091359192505479,0.01374472863972187,0.033639103174209595
