index,id,y_true,y_pred,w_text,w_audio,w_vision,pred_text_center,pred_audio_center,pred_vision_center,err_text_center,err_audio_center,err_vision_center,oracle_w_text,oracle_w_audio,oracle_w_vision,router_selected_anchor,oracle_selected_anchor,router_oracle_match,availability_text,availability_audio,availability_vision
119,d3_k5Xpfmik$_$9,1.399999976158142,0.8866927027702332,0.5012728571891785,0.2669045031070709,0.2318226546049118,1.1177510023117065,1.2837482690811157,1.2803666591644287,0.28224897384643555,0.11625170707702637,0.11963331699371338,0.2646835744380951,0.36890146136283875,0.3664149045944214,text,audio,0,0.9090909361839294,0.53125,0.5263158082962036
448,rnaNMUZpvvg$_$20,0.800000011920929,0.7394871115684509,0.44735968112945557,0.39247822761535645,0.16016215085983276,0.8045783638954163,0.9416705369949341,0.9446512460708618,0.004578351974487305,0.14167052507400513,0.14465123414993286,0.39747750759124756,0.30215921998023987,0.3003632724285126,text,text,1,0.6200000047683716,0.49593496322631836,0.1111111119389534
592,wMbj6ajWbic$_$8,-0.20000000298023224,0.6203373074531555,0.5087037086486816,0.250800758600235,0.240495502948761,0.5818679332733154,0.6689300537109375,0.692430317401886,0.7818679213523865,0.8689300417900085,0.892430305480957,0.3785284757614136,0.3180367946624756,0.30343472957611084,text,text,1,0.875,0.4583333432674408,0.5
195,etzxEpPuc6I$_$6,0.4000000059604645,0.7891075611114502,0.37204480171203613,0.2852779030799866,0.3426772654056549,1.1341826915740967,1.3076916933059692,1.2906066179275513,0.7341827154159546,0.9076917171478271,0.8906066417694092,0.4101463854312897,0.2898884415626526,0.29996514320373535,text,text,1,0.6666666865348816,0.4722222089767456,0.6279069781303406
503,tStelxIAHjw$_$8,-2.0,1.2692259550094604,0.21699978411197662,0.4289373755455017,0.3540627956390381,1.8537570238113403,2.144547939300537,2.0610642433166504,3.853756904602051,4.144547939300537,4.06106424331665,0.4505300223827362,0.25185224413871765,0.2976177930831909,audio,text,0,0.4444444477558136,0.7272727489471436,0.692307710647583
127,d6hH302o4v8$_$20,1.0,0.03719310089945793,0.31557807326316833,0.37578773498535156,0.3086342215538025,0.1937187910079956,0.28533798456192017,0.1730787754058838,0.8062812089920044,0.7146620154380798,0.8269212245941162,0.3163894712924957,0.38001567125320435,0.30359482765197754,audio,audio,1,0.5,0.5199999809265137,0.4833333194255829
274,iiK8YX8oH1E$_$8,-1.0,0.190403014421463,0.31334078311920166,0.3362414240837097,0.3504177927970886,0.3911798894405365,0.45323580503463745,0.47801294922828674,1.3911799192428589,1.4532358646392822,1.4780129194259644,0.3671262562274933,0.3242756724357605,0.308598130941391,vision,text,0,0.5,0.46875,0.5526315569877625
515,tmZoasNr4rU$_$1,0.0,0.37026676535606384,0.33587369322776794,0.341086745262146,0.32303953170776367,0.6054761409759521,0.6944021582603455,0.7134666442871094,0.6054761409759521,0.6944021582603455,0.7134666442871094,0.37838417291641235,0.31673261523246765,0.30488327145576477,audio,text,0,0.5454545617103577,0.4893617033958435,0.5263158082962036
26,c7UH_rxdZv4$_$16,-2.0,-0.5414671897888184,0.4692644476890564,0.32308974862098694,0.20764577388763428,-0.620924711227417,-0.5588672757148743,-0.7708740830421448,1.379075288772583,1.4411327838897705,1.2291259765625,0.3093102276325226,0.2732069790363312,0.41748279333114624,text,vision,0,0.800000011920929,0.5454545617103577,0.38461539149284363
187,etzxEpPuc6I$_$19,-0.5,0.33464905619621277,0.31341788172721863,0.33522722125053406,0.3513548970222473,0.5015352368354797,0.5951931476593018,0.6140964031219482,1.001535177230835,1.0951931476593018,1.1140964031219482,0.38057541847229004,0.31556618213653564,0.3038583993911743,vision,text,0,0.46000000834465027,0.4327485263347626,0.5196078419685364
