index,id,y_true,y_pred,w_text,w_audio,w_vision,selected_anchor,availability_text,availability_audio,availability_vision
158,d6hH302o4v8$_$37,-2.200000047683716,-2.0527961254119873,0.0017198225250467658,0.9976130723953247,0.0006671128212474287,audio,1.0,0.625,0.6666666865348816
450,rnaNMUZpvvg$_$22,-2.200000047683716,-0.36322906613349915,0.00020621363364625722,0.9996157884597778,0.00017802104412112385,audio,0.6551724076271057,0.5972222089767456,0.5977011322975159
587,wMbj6ajWbic$_$5,0.20000000298023224,0.37426072359085083,0.00012694390898104757,0.9997552037239075,0.00011786017421400174,audio,0.5625,0.6410256624221802,0.5208333134651184
142,d6hH302o4v8$_$9,-2.4000000953674316,-0.7848671078681946,0.0002662685001268983,0.9996026158332825,0.0001311829109909013,audio,0.875,0.625,0.5263158082962036
168,dq3Nf_lMPnE$_$15,1.0,-0.3882664144039154,0.00012874027015641332,0.9997486472129822,0.00012263248208910227,audio,0.529411792755127,0.6271186470985413,0.5
389,nzpVDcQ0ywM$_$13,-1.0,-0.5952795743942261,0.00019293483637738973,0.9996527433395386,0.00015430798521265388,audio,0.7058823704719543,0.5357142686843872,0.5735294222831726
367,nbWiPyCm4g0$_$5,-1.399999976158142,-0.16400881111621857,0.00017117406241595745,0.9996711015701294,0.0001577809453010559,audio,0.6388888955116272,0.604938268661499,0.5833333134651184
354,lXPQBPVc5Cw$_$13,2.799999952316284,-0.43709471821784973,0.00010699361882871017,0.9997699856758118,0.00012299654190428555,audio,0.5,0.6875,0.5555555820465088
518,tmZoasNr4rU$_$5,-0.800000011920929,-1.1847248077392578,0.00017113475769292563,0.9997045397758484,0.00012428394984453917,audio,0.75,0.7333333492279053,0.5925925970077515
150,d6hH302o4v8$_$15,-1.75,-1.4452688694000244,0.00026671719388104975,0.9995965361595154,0.0001368090888718143,audio,0.75,0.5,0.4375
411,pLTX3ipuDJI$_$11,0.6000000238418579,-0.6570889949798584,0.00010432708222651854,0.9997832179069519,0.00011241785250604153,audio,0.4117647111415863,0.6170212626457214,0.45614033937454224
595,wMbj6ajWbic$_$13,2.0,0.002091212198138237,0.0001363229239359498,0.9997301697731018,0.00013345004117581993,audio,0.5833333134651184,0.7017543911933899,0.5735294222831726
444,phBUpBr1hSo$_$6,1.600000023841858,-0.19560007750988007,0.00014506604929920286,0.9997285008430481,0.00012643223453778774,audio,0.6499999761581421,0.7234042286872864,0.5964912176132202
562,vyB00TXsimI$_$9,-0.25,-0.2341076135635376,0.00016829074593260884,0.9995785355567932,0.000253164442256093,audio,0.5,0.5,0.699999988079071
67,cW1FSBF59ik$_$15,-2.5999999046325684,-0.4868514835834503,0.00013281677092891186,0.9997370839118958,0.00013012766430620104,audio,0.5416666865348816,0.6170212626457214,0.5398229956626892
151,d6hH302o4v8$_$14,-1.7999999523162842,-1.2908402681350708,0.00019641505787149072,0.9996535778045654,0.00014997362450230867,audio,0.7857142686843872,0.6551724076271057,0.6571428775787354
144,d6hH302o4v8$_$39,-3.0,-0.7581955194473267,0.00029519491363316774,0.9995114803314209,0.00019335221440996975,audio,0.8888888955116272,0.5714285969734192,0.6764705777168274
680,zhpQhgha_KU$_$31,-1.0,-0.6407633423805237,0.00017245444178115577,0.9996750354766846,0.00015249894931912422,audio,0.5416666865348816,0.5,0.5
