index,id,y_true,y_pred,w_text,w_audio,w_vision,selected_anchor,availability_text,availability_audio,availability_vision
72,cW1FSBF59ik$_$18,2.5999999046325684,0.16844356060028076,0.000537601241376251,0.00740701612085104,0.992055356502533,vision,0.40909090638160706,0.5492957830429077,0.6279069781303406
229,f_pcplsH_V0$_$10,1.2000000476837158,-0.017373492941260338,0.0014580171555280685,0.010660725645720959,0.9878811836242676,vision,0.7272727489471436,0.5272727012634277,0.39393940567970276
472,tIrG4oNLFzE$_$13,-2.0,0.21170063316822052,0.0012134159915149212,0.00976499356329441,0.9890215992927551,vision,0.6000000238418579,0.4923076927661896,0.489130437374115
365,nbWiPyCm4g0$_$3,-1.7999999523162842,-1.1791132688522339,0.0008062250562943518,0.009560592472553253,0.9896332025527954,vision,0.4166666567325592,0.46666666865348816,0.4000000059604645
278,jUzDDGyPkXU$_$27,-2.0,0.7907572388648987,0.0004939163918606937,0.006716849282383919,0.9927893280982971,vision,0.4166666567325592,0.5,0.5400000214576721
341,lXPQBPVc5Cw$_$28,0.800000011920929,0.5194711089134216,0.0009255912154912949,0.009985595010221004,0.9890888333320618,vision,0.5882353186607361,0.5961538553237915,0.523809552192688
683,zhpQhgha_KU$_$34,1.2000000476837158,0.4995174705982208,0.0006211661966517568,0.005154547281563282,0.9942242503166199,vision,0.5,0.3333333432674408,0.5454545617103577
233,f_pcplsH_V0$_$14,-1.0,0.2961147427558899,0.0006785324076190591,0.006722469814121723,0.9925990104675293,vision,0.5,0.47311827540397644,0.5714285969734192
181,etzxEpPuc6I$_$13,-2.200000047683716,0.5569980144500732,0.0010003279894590378,0.010093368589878082,0.9889063835144043,vision,0.5277777910232544,0.49494948983192444,0.39047619700431824
182,etzxEpPuc6I$_$12,0.6666666865348816,0.5614240169525146,0.0009860564023256302,0.0075438497588038445,0.9914700388908386,vision,0.5555555820465088,0.375,0.4000000059604645
624,yDtzw_Y-7RU$_$17,0.20000000298023224,0.30514460802078247,0.0009790954645723104,0.008928651921451092,0.9900923371315002,vision,0.6086956262588501,0.5180723071098328,0.49000000953674316
582,wMbj6ajWbic$_$28,2.4000000953674316,1.4405105113983154,0.0009725368581712246,0.006432865280658007,0.9925946593284607,vision,0.6315789222717285,0.36000001430511475,0.46666666865348816
572,vyB00TXsimI$_$19,1.2000000476837158,1.2574928998947144,0.0010556525085121393,0.005369911435991526,0.9935744404792786,vision,0.7142857313156128,0.3333333432674408,0.5454545617103577
526,v0zCBqDeKcE$_$13,1.7999999523162842,0.06350730359554291,0.0007630859035998583,0.008507047779858112,0.9907298684120178,vision,0.4399999976158142,0.44736841320991516,0.42391303181648254
318,k5Y_838nuGo$_$6,2.0,1.5478873252868652,0.0005234559648670256,0.009133901447057724,0.9903426170349121,vision,0.4444444477558136,0.625,0.4736842215061188
219,f9O3YtZ2VfI$_$13,-1.600000023841858,0.0133888628333807,0.0008462832192890346,0.008302656933665276,0.9908509850502014,vision,0.5384615659713745,0.4861111044883728,0.4941176474094391
279,jUzDDGyPkXU$_$20,-2.200000047683716,-0.31915032863616943,0.0010783699108287692,0.006308293901383877,0.9926133155822754,vision,0.699999988079071,0.37837839126586914,0.4888888895511627
435,phBUpBr1hSo$_$19,2.0,0.8457547426223755,0.0014379722997546196,0.004196093417704105,0.994365930557251,vision,1.0,0.30000001192092896,0.5833333134651184
227,f9O3YtZ2VfI$_$30,-1.0,-0.04566458985209465,0.0009050299413502216,0.011214629746973515,0.9878804087638855,vision,0.5,0.5799999833106995,0.44999998807907104
12,c7UH_rxdZv4$_$2,-2.5999999046325684,0.11551421135663986,0.0008822723757475615,0.00809165183454752,0.9910261034965515,vision,0.4000000059604645,0.380952388048172,0.47999998927116394
190,etzxEpPuc6I$_$3,-1.600000023841858,-0.12658818066120148,0.0016739446436986327,0.009274791926145554,0.9890511631965637,vision,0.8181818127632141,0.4893617033958435,0.4464285671710968
214,f9O3YtZ2VfI$_$6,-2.5999999046325684,-0.2453622668981552,0.0008013237966224551,0.005182471126317978,0.9940162897109985,vision,0.699999988079071,0.42105263471603394,0.5909090638160706
532,v0zCBqDeKcE$_$3,0.6000000238418579,0.6312815546989441,0.0006693939212709665,0.00726320268586278,0.9920674562454224,vision,0.5,0.47999998927116394,0.5333333611488342
297,jUzDDGyPkXU$_$14,0.800000011920929,1.3661718368530273,0.0009299451485276222,0.008196952752768993,0.9908730983734131,vision,0.4615384638309479,0.3214285671710968,0.2857142984867096
595,wMbj6ajWbic$_$13,2.0,0.9160683155059814,0.000875652942340821,0.00922822393476963,0.9898961782455444,vision,0.5833333134651184,0.5614035129547119,0.5
22,c7UH_rxdZv4$_$12,-2.799999952316284,0.023744938895106316,0.0013851458206772804,0.010022122412919998,0.9885926246643066,vision,0.5714285969734192,0.39393940567970276,0.3333333432674408
68,cW1FSBF59ik$_$14,-1.2000000476837158,0.3523454964160919,0.0008454732596874237,0.006853432860225439,0.9923011064529419,vision,0.5652173757553101,0.4326923191547394,0.5714285969734192
578,wMbj6ajWbic$_$20,-0.4000000059604645,1.4539800882339478,0.0008266230579465628,0.011429237201809883,0.987744152545929,vision,0.46666666865348816,0.5952380895614624,0.45098039507865906
57,cW1FSBF59ik$_$5,2.0,0.3873564302921295,0.0014397773193195462,0.018578464165329933,0.9799817800521851,vision,0.6666666865348816,0.8181818127632141,0.4615384638309479
576,wMbj6ajWbic$_$26,1.7999999523162842,1.092860460281372,0.0012906548799946904,0.007547383662313223,0.9911619424819946,vision,0.8333333134651184,0.5,0.5
480,tIrG4oNLFzE$_$3,2.5999999046325684,1.42897367477417,0.0006719699595123529,0.004656718112528324,0.9946712851524353,vision,0.5714285969734192,0.3589743673801422,0.6382978558540344
154,d6hH302o4v8$_$19,-2.799999952316284,-0.2739921510219574,0.0011093862121924758,0.009331408888101578,0.9895592927932739,vision,0.6666666865348816,0.5666666626930237,0.5675675868988037
225,f9O3YtZ2VfI$_$19,-0.6000000238418579,-0.44306015968322754,0.0010379231534898281,0.008038918487727642,0.9909232258796692,vision,0.625,0.4545454680919647,0.5
