index,id,y_true,y_pred,w_text,w_audio,w_vision,selected_anchor,availability_text,availability_audio,availability_vision
95,cXypl4FnoZo$_$12,2.0,1.8167412281036377,0.0015558761078864336,0.0014111183118075132,0.9970329999923706,vision,0.4000000059604645,0.2857142984867096,0.3469387888908386
346,lXPQBPVc5Cw$_$5,-1.0,0.08227929472923279,0.0026475219056010246,0.0019115834729745984,0.9954408407211304,vision,0.4642857015132904,0.2368421107530594,0.27173912525177
207,f9O3YtZ2VfI$_$29,-2.0,0.6357553601264954,0.0014865684788674116,0.0014740079641342163,0.9970393776893616,vision,0.25,0.1818181872367859,0.27848100662231445
441,phBUpBr1hSo$_$5,-1.399999976158142,-0.42137259244918823,0.0011176610132679343,0.001324308104813099,0.9975579977035522,vision,0.23529411852359772,0.24528302252292633,0.3684210479259491
97,cXypl4FnoZo$_$14,-0.6000000238418579,-0.5531427264213562,0.00162125239148736,0.0016554573085159063,0.9967232346534729,vision,0.3103448152542114,0.2567567527294159,0.2921348214149475
236,f_pcplsH_V0$_$2,1.399999976158142,-0.05881958454847336,0.003613745328038931,0.0022667227312922478,0.9941195249557495,vision,0.6428571343421936,0.3448275923728943,0.34285715222358704
660,zhpQhgha_KU$_$29,-1.2000000476837158,-0.5369366407394409,0.0020629141945391893,0.002257431158795953,0.9956796765327454,vision,0.3571428656578064,0.3333333432674408,0.3333333432674408
416,pLTX3ipuDJI$_$14,-2.0,-0.6033546328544617,0.0027068820782005787,0.001985754119232297,0.9953073859214783,vision,0.5,0.28125,0.23076923191547394
393,nzpVDcQ0ywM$_$17,1.600000023841858,1.2820326089859009,0.0032081585377454758,0.0020643973257392645,0.9947274327278137,vision,0.5,0.21739129722118378,0.2222222238779068
331,k5Y_838nuGo$_$31,-1.0,-0.11348435282707214,0.002402619458734989,0.0028345247264951468,0.9947628378868103,vision,0.38461539149284363,0.3913043439388275,0.3333333432674408
591,wMbj6ajWbic$_$9,-2.0,0.5128452777862549,0.001596594462171197,0.0010878591565415263,0.9973155856132507,vision,0.5,0.23999999463558197,0.3333333432674408
623,yDtzw_Y-7RU$_$14,2.200000047683716,-0.4019155204296112,0.0021771469619125128,0.0025310961063951254,0.9952917098999023,vision,0.3913043439388275,0.40449437499046326,0.28037384152412415
494,tStelxIAHjw$_$16,0.800000011920929,0.8838923573493958,0.0047532604075968266,0.0015774546191096306,0.993669331073761,vision,0.8333333134651184,0.2222222238779068,0.1818181872367859
146,d6hH302o4v8$_$11,-1.0,0.4941786527633667,0.0019629194866865873,0.0028779245913028717,0.9951592087745667,vision,0.30000001192092896,0.4285714328289032,0.19512194395065308
317,k5Y_838nuGo$_$7,-2.4000000953674316,1.1563034057617188,0.0017662292812019587,0.0015652476577088237,0.9966685175895691,vision,0.4000000059604645,0.2777777910232544,0.22727273404598236
542,vvZ4IcEtiZc$_$12,0.20000000298023224,0.5714097619056702,0.0017909458838403225,0.001720205880701542,0.9964889287948608,vision,0.4000000059604645,0.3125,0.3048780560493469
401,ob23OKe5a9Q$_$14,0.800000011920929,1.1367872953414917,0.0012095607817173004,0.001403129193931818,0.9973873496055603,vision,0.2857142984867096,0.29591837525367737,0.34188035130500793
88,cXypl4FnoZo$_$7,-1.0,-0.7564197182655334,0.0016160873929038644,0.0012708330759778619,0.9971131086349487,vision,0.5,0.3181818127632141,0.5185185074806213
134,d6hH302o4v8$_$41,-2.4000000953674316,1.4084131717681885,0.002336268313229084,0.0029075690545141697,0.9947562217712402,vision,0.375,0.42105263471603394,0.17391304671764374
495,tStelxIAHjw$_$1,0.0,0.4965132772922516,0.00106213113758713,0.001069867517799139,0.9978679418563843,vision,0.3333333432674408,0.2753623127937317,0.4337349534034729
359,lXPQBPVc5Cw$_$16,0.20000000298023224,0.07568605244159698,0.0016231820918619633,0.0018357448279857635,0.9965410828590393,vision,0.4000000059604645,0.4000000059604645,0.3611111044883728
620,yDtzw_Y-7RU$_$13,-1.7999999523162842,-0.6405118107795715,0.0016066121170297265,0.0015903025632724166,0.9968031644821167,vision,0.3478260934352875,0.28205129504203796,0.33695653080940247
226,f9O3YtZ2VfI$_$18,-1.0,0.4016808569431305,0.0028786701150238514,0.0023596317041665316,0.9947617650032043,vision,0.5625,0.4000000059604645,0.2708333432674408
71,cW1FSBF59ik$_$19,0.20000000298023224,-0.45263776183128357,0.0011768547119572759,0.0009242883534170687,0.9978988170623779,vision,0.4000000059604645,0.2083333283662796,0.4482758641242981
221,f9O3YtZ2VfI$_$15,-1.2000000476837158,0.11933478713035583,0.002691295463591814,0.0023992445785552263,0.9949094653129578,vision,0.5,0.380952388048172,0.3199999928474426
162,d6hH302o4v8$_$33,-3.0,1.5250097513198853,0.0023264784831553698,0.0018943597096949816,0.9957791566848755,vision,0.6000000238418579,0.4285714328289032,0.375
674,zhpQhgha_KU$_$15,-2.0,-1.6858593225479126,0.0018470906652510166,0.0017340561607852578,0.996418833732605,vision,0.3243243098258972,0.23157894611358643,0.2795698940753937
181,etzxEpPuc6I$_$13,-2.200000047683716,-0.7230991721153259,0.0012132979463785887,0.0012854529777541757,0.9975013136863708,vision,0.3333333432674408,0.3030303120613098,0.2857142984867096
456,rnaNMUZpvvg$_$7,-0.4000000059604645,0.1095706969499588,0.0017917877994477749,0.0015693436143919826,0.9966388940811157,vision,0.3333333432674408,0.2068965584039688,0.23529411852359772
47,cM3Yna7AavY$_$9,-0.20000000298023224,1.6699044704437256,0.001870831474661827,0.0015274020843207836,0.9966018199920654,vision,0.5,0.3287671208381653,0.3333333432674408
671,zhpQhgha_KU$_$10,0.6000000238418579,-0.7356840968132019,0.0016440562903881073,0.0016277702525258064,0.9967280626296997,vision,0.38235294818878174,0.31683167815208435,0.31481480598449707
427,phBUpBr1hSo$_$11,2.0,0.7047906517982483,0.0009267118293792009,0.0010884561343118548,0.997984766960144,vision,0.2222222238779068,0.2380952388048172,0.3199999928474426
414,pLTX3ipuDJI$_$12,-2.0,-1.034670352935791,0.0016193784540519118,0.0015920426230877638,0.9967886209487915,vision,0.4444444477558136,0.375,0.3965517282485962
577,wMbj6ajWbic$_$27,0.0,-0.477719247341156,0.0019771831575781107,0.0013970353174954653,0.9966257810592651,vision,0.4444444477558136,0.20000000298023224,0.3448275923728943
245,fvVhgmXxadc$_$13,0.20000000298023224,0.5392806529998779,0.0031208842992782593,0.0033127551432698965,0.9935664534568787,vision,0.44999998807907104,0.40740740299224854,0.23076923191547394
158,d6hH302o4v8$_$37,-2.200000047683716,0.2872782349586487,0.0037942356429994106,0.0020244165789335966,0.9941813349723816,vision,0.75,0.375,0.4444444477558136
371,nbWiPyCm4g0$_$9,-1.399999976158142,-0.982500433921814,0.0021340507082641125,0.0025535200256854296,0.9953124523162842,vision,0.2916666567325592,0.3191489279270172,0.3035714328289032
84,cXypl4FnoZo$_$3,1.7999999523162842,1.9685002565383911,0.0013909167610108852,0.0008864797418937087,0.9977226853370667,vision,0.5714285969734192,0.27272728085517883,0.5714285969734192
296,jUzDDGyPkXU$_$15,1.3333333730697632,-1.493104100227356,0.0024439780972898006,0.0030640410259366035,0.9944920539855957,vision,0.4117647111415863,0.4545454680919647,0.3207547068595886
672,zhpQhgha_KU$_$13,-1.0,0.6389572620391846,0.0015042212326079607,0.0028048374224454165,0.9956908822059631,vision,0.25,0.5,0.2631579041481018
435,phBUpBr1hSo$_$19,2.0,2.294051170349121,0.0017033761832863092,0.0010898716282099485,0.9972067475318909,vision,0.5,0.20000000298023224,0.4166666567325592
53,cW1FSBF59ik$_$23,1.399999976158142,0.44792982935905457,0.0015840391861274838,0.0017273786943405867,0.9966886639595032,vision,0.3333333432674408,0.31182795763015747,0.3035714328289032
210,f9O3YtZ2VfI$_$2,1.25,2.2534635066986084,0.004544133320450783,0.0032906292472034693,0.992165207862854,vision,0.5714285969734192,0.3461538553237915,0.09677419066429138
654,zhpQhgha_KU$_$27,0.800000011920929,1.3084462881088257,0.0011118440888822079,0.0011081285774707794,0.9977800250053406,vision,0.4000000059604645,0.3333333432674408,0.5714285969734192
136,d6hH302o4v8$_$3,0.20000000298023224,-0.9595329165458679,0.0022768147755414248,0.001957154832780361,0.9957659244537354,vision,0.4444444477558136,0.30612245202064514,0.2931034564971924
336,lXPQBPVc5Cw$_$27,-2.799999952316284,-1.0518710613250732,0.001723514054901898,0.002746843732893467,0.9955295920372009,vision,0.25,0.4193548262119293,0.28947368264198303
