index,id,y_true,y_pred,w_text,w_audio,w_vision,selected_anchor,availability_text,availability_audio,availability_vision
561,vyB00TXsimI$_$6,2.0,0.26398834586143494,0.0006354686338454485,0.9992693066596985,9.522907203063369e-05,audio,0.782608687877655,0.6842105388641357,0.6847826242446899
195,etzxEpPuc6I$_$6,0.4000000059604645,0.29276347160339355,0.0006754790083505213,0.9992092251777649,0.00011536054807947949,audio,0.75,0.6388888955116272,0.7209302186965942
549,vvZ4IcEtiZc$_$6,1.0,0.5137524008750916,0.000377403775928542,0.9995476603507996,7.489350537071005e-05,audio,0.5416666865348816,0.7183098793029785,0.5666666626930237
388,nzpVDcQ0ywM$_$10,-1.0,-0.19092142581939697,0.0006655695615336299,0.9992297887802124,0.00010462474165251479,audio,0.7666666507720947,0.6888889074325562,0.6944444179534912
46,cM3Yna7AavY$_$6,2.799999952316284,1.1561001539230347,0.0006615699385292828,0.99922776222229,0.00011072494089603424,audio,0.800000011920929,0.6785714030265808,0.6962962746620178
540,vvZ4IcEtiZc$_$11,1.600000023841858,0.5412240624427795,0.0006446404149755836,0.9992654919624329,8.984126179711893e-05,audio,0.75,0.6666666865348816,0.6000000238418579
627,yDtzw_Y-7RU$_$18,-2.0,0.7977778315544128,0.0006038148421794176,0.9992449283599854,0.00015132775297388434,audio,0.6000000238418579,0.5714285969734192,0.7241379022598267
194,etzxEpPuc6I$_$7,-1.2000000476837158,0.20020797848701477,0.0005469942698255181,0.9993515610694885,0.00010148440924240276,audio,0.75,0.7222222089767456,0.7419354915618896
514,tmZoasNr4rU$_$20,-1.0,-0.01988968253135681,0.0004582052060868591,0.9994545578956604,8.724882354727015e-05,audio,0.699999988079071,0.7435897588729858,0.7291666865348816
3,c7UH_rxdZv4$_$27,-1.7999999523162842,0.0007971674203872681,0.0005564234452322125,0.9993464350700378,9.707617573440075e-05,audio,0.739130437374115,0.7066666483879089,0.7154471278190613
420,pLTX3ipuDJI$_$2,-1.7999999523162842,0.018732313066720963,0.00047739423462189734,0.9994325041770935,9.009335917653516e-05,audio,0.7111111283302307,0.7727272510528564,0.7215189933776855
311,k5Y_838nuGo$_$29,-0.75,-0.35354647040367126,0.0006100459140725434,0.9992837309837341,0.00010625293361954391,audio,0.7333333492279053,0.6875,0.7105262875556946
184,etzxEpPuc6I$_$14,-1.2000000476837158,0.04905000701546669,0.000686735613271594,0.9991992115974426,0.00011403977987356484,audio,0.800000011920929,0.6800000071525574,0.7666666507720947
377,nzpVDcQ0ywM$_$23,2.0,0.6715936064720154,0.000416118826251477,0.9995208978652954,6.302323163254187e-05,audio,0.75,0.8421052694320679,0.6363636255264282
427,phBUpBr1hSo$_$11,2.0,0.4779239892959595,0.0006188429542817175,0.9992421865463257,0.00013896460586693138,audio,0.5555555820465088,0.4761904776096344,0.6399999856948853
621,yDtzw_Y-7RU$_$12,-0.6666666865348816,0.011641409248113632,0.00045643735211342573,0.9994217157363892,0.00012181921920273453,audio,0.6000000238418579,0.6530612111091614,0.7966101765632629
353,lXPQBPVc5Cw$_$10,-2.200000047683716,-0.3410385251045227,0.0007729919743724167,0.9991142153739929,0.00011275361612206325,audio,0.7755101919174194,0.6710526347160339,0.6830601096153259
220,f9O3YtZ2VfI$_$12,-1.7999999523162842,-0.8021611571311951,0.0006690851878374815,0.9992119073867798,0.0001190322291222401,audio,0.75,0.7142857313156128,0.7599999904632568
558,vyB00TXsimI$_$5,1.7999999523162842,1.3536889553070068,0.0011616379488259554,0.9987217783927917,0.0001165221183327958,audio,1.0,0.6000000238418579,0.6363636255264282
346,lXPQBPVc5Cw$_$5,-1.0,0.3148723840713501,0.0006907727802172303,0.9991995692253113,0.00010962574015138671,audio,0.8214285969734192,0.6842105388641357,0.739130437374115
501,tStelxIAHjw$_$6,1.600000023841858,0.8738828301429749,0.0005304094520397484,0.9994014501571655,6.816846143919975e-05,audio,0.8571428656578064,0.8571428656578064,0.625
271,iiK8YX8oH1E$_$7,-1.600000023841858,0.3388341963291168,0.0005033285706304014,0.9993969202041626,9.975609282264486e-05,audio,0.6363636255264282,0.6499999761581421,0.6808510422706604
131,d6hH302o4v8$_$28,-1.0,0.7572670578956604,0.0006081440369598567,0.9992784857749939,0.0001133453260990791,audio,0.761904776096344,0.7083333134651184,0.7413793206214905
352,lXPQBPVc5Cw$_$11,-1.7999999523162842,-0.5576808452606201,0.0007751504890620708,0.9991028308868408,0.00012208105181343853,audio,0.8333333134651184,0.7142857313156128,0.7777777910232544
14,c7UH_rxdZv4$_$4,1.600000023841858,0.9483118653297424,0.0004430613189470023,0.9994682669639587,8.871380850905553e-05,audio,0.7333333492279053,0.8039215803146362,0.7377049326896667
101,cXypl4FnoZo$_$18,-0.25,-0.24680109322071075,0.0005184372421354055,0.9993969202041626,8.464542042929679e-05,audio,0.761904776096344,0.7808219194412231,0.7241379022598267
640,yvsjCA6Y5Fc$_$8,0.4000000059604645,0.10143189132213593,0.0007544784457422793,0.9991142153739929,0.00013134472828824073,audio,0.782608687877655,0.5571428537368774,0.7469879388809204
450,rnaNMUZpvvg$_$22,-2.200000047683716,0.6777536869049072,0.0006730796303600073,0.9992270469665527,9.986686200136319e-05,audio,0.8620689511299133,0.7083333134651184,0.7241379022598267
336,lXPQBPVc5Cw$_$27,-2.799999952316284,-0.14727389812469482,0.00042983621824532747,0.9994931221008301,7.700808782828972e-05,audio,0.6875,0.8064516186714172,0.6842105388641357
457,rnaNMUZpvvg$_$6,-2.5999999046325684,0.053939756006002426,0.0003379519912414253,0.9995617270469666,0.00010033264697995037,audio,0.5,0.75,0.75
567,vyB00TXsimI$_$12,0.20000000298023224,0.7732860445976257,0.0011074941139668226,0.99874347448349,0.0001490245049353689,audio,1.0,0.5483871102333069,0.7837837934494019
251,fvVhgmXxadc$_$5,0.0,0.21309198439121246,0.0006478807772509754,0.9992552399635315,9.689852595329285e-05,audio,0.8461538553237915,0.6842105388641357,0.739130437374115
604,yDtzw_Y-7RU$_$24,-0.800000011920929,-0.8398037552833557,0.0006505379569716752,0.9992177486419678,0.00013165244308765978,audio,0.7777777910232544,0.75,0.8500000238418579
134,d6hH302o4v8$_$41,-2.4000000953674316,0.42230224609375,0.0004030392738059163,0.999535083770752,6.191155262058601e-05,audio,0.75,0.8421052694320679,0.6521739363670349
684,zhpQhgha_KU$_$33,-0.4000000059604645,0.3011696934700012,0.0005267095984891057,0.9993652701377869,0.00010798790754051879,audio,0.6875,0.6666666865348816,0.7377049326896667
676,zhpQhgha_KU$_$17,1.75,1.0358011722564697,0.0005802123341709375,0.9993140697479248,0.0001056778128258884,audio,0.7692307829856873,0.7222222089767456,0.7142857313156128
679,zhpQhgha_KU$_$18,0.6000000238418579,1.1421560049057007,0.000803558505140245,0.9990639090538025,0.00013259904517326504,audio,0.8181818127632141,0.6176470518112183,0.707317054271698
637,yvsjCA6Y5Fc$_$7,-1.7999999523162842,-0.4495188295841217,0.0006887154886499047,0.9992062449455261,0.00010504006058908999,audio,0.800000011920929,0.6666666865348816,0.7142857313156128
563,vyB00TXsimI$_$8,2.5999999046325684,0.419851690530777,0.0005324644735082984,0.9993603825569153,0.00010714599920902401,audio,0.699999988079071,0.6600000262260437,0.7288135886192322
468,rnaNMUZpvvg$_$19,-1.399999976158142,-0.44817933440208435,0.0006464240723289549,0.9992582201957703,9.534750279271975e-05,audio,0.695652186870575,0.6415094137191772,0.609375
127,d6hH302o4v8$_$20,1.0,0.4900352954864502,0.00043180922511965036,0.9994780421257019,9.01723324204795e-05,audio,0.6428571343421936,0.7200000286102295,0.699999988079071
223,f9O3YtZ2VfI$_$17,-2.0,0.42475441098213196,0.0006119508761912584,0.9993088245391846,7.927945262053981e-05,audio,0.8235294222831726,0.7260273694992065,0.6315789222717285
369,nbWiPyCm4g0$_$7,-1.2000000476837158,-0.8576580882072449,0.0008092384086921811,0.9991059899330139,8.47139599500224e-05,audio,0.9090909361839294,0.71875,0.6578947305679321
115,d3_k5Xpfmik$_$5,2.200000047683716,0.7185898423194885,0.0003352068306412548,0.9995825886726379,8.220240124501288e-05,audio,0.5384615659713745,0.7575757503509521,0.6499999761581421
309,k5Y_838nuGo$_$23,-0.20000000298023224,0.7083932161331177,0.00046262575779110193,0.9994847774505615,5.25938521604985e-05,audio,0.8333333134651184,0.9090909361839294,0.5714285969734192
657,zhpQhgha_KU$_$22,0.6000000238418579,-0.3692689538002014,0.0005435705534182489,0.9993422627449036,0.00011411930609028786,audio,0.7272727489471436,0.7222222089767456,0.8095238208770752
188,etzxEpPuc6I$_$18,1.399999976158142,0.8374526500701904,0.0004483340890146792,0.9994770884513855,7.464450027327985e-05,audio,0.6499999761581421,0.7755101919174194,0.568965494632721
97,cXypl4FnoZo$_$14,-0.6000000238418579,0.41943928599357605,0.0005199845763854682,0.9993634819984436,0.0001164879504358396,audio,0.6206896305084229,0.6891891956329346,0.7078651785850525
146,d6hH302o4v8$_$11,-1.0,0.5985124111175537,0.0002893254568334669,0.9996428489685059,6.783856952097267e-05,audio,0.5,0.800000011920929,0.6097561120986938
481,tIrG4oNLFzE$_$2,2.4000000953674316,0.5288892388343811,0.000372767768567428,0.9995296001434326,9.769259486347437e-05,audio,0.5454545617103577,0.699999988079071,0.6944444179534912
546,vvZ4IcEtiZc$_$5,1.2000000476837158,0.9546472430229187,0.00046786165330559015,0.9994335770606995,9.853265510173514e-05,audio,0.692307710647583,0.75,0.7209302186965942
590,wMbj6ajWbic$_$6,1.7999999523162842,0.6506173610687256,0.0005473868222907186,0.9993560910224915,9.657754708314314e-05,audio,0.7142857313156128,0.720588207244873,0.6666666865348816
464,rnaNMUZpvvg$_$15,-1.600000023841858,-0.24155031144618988,0.0004606300499290228,0.9994520545005798,8.731993875699118e-05,audio,0.6578947305679321,0.7777777910232544,0.6969696879386902
95,cXypl4FnoZo$_$12,2.0,1.2274669408798218,0.0006604003719985485,0.9992325305938721,0.00010711421055020764,audio,0.8666666746139526,0.738095223903656,0.7346938848495483
322,k5Y_838nuGo$_$10,2.0,0.3654893636703491,0.00048629395314492285,0.9994100332260132,0.00010372524411650375,audio,0.6363636255264282,0.6551724076271057,0.7058823704719543
178,dq3Nf_lMPnE$_$8,0.6000000238418579,1.1254477500915527,0.0006706796702928841,0.9992502331733704,7.901960634626448e-05,audio,0.8500000238418579,0.7272727489471436,0.5769230723381042
560,vyB00TXsimI$_$7,2.4000000953674316,0.518686830997467,0.00046850566286593676,0.9994444251060486,8.707985398359597e-05,audio,0.75,0.8108108043670654,0.7333333492279053
455,rnaNMUZpvvg$_$4,-2.4000000953674316,-0.12794655561447144,0.00048670353135094047,0.9994340538978577,7.923262455733493e-05,audio,0.6734693646430969,0.716312050819397,0.6294117569923401
408,ob23OKe5a9Q$_$6,0.0,-0.44834890961647034,0.0006577327148988843,0.9992284774780273,0.000113849135232158,audio,0.800000011920929,0.7115384340286255,0.761904776096344
389,nzpVDcQ0ywM$_$13,-1.0,0.30203428864479065,0.0006628067931160331,0.999230146408081,0.00010699653648771346,audio,0.7647058963775635,0.6607142686843872,0.6764705777168274
551,vvZ4IcEtiZc$_$8,-1.5,0.08053082227706909,0.0003192974836565554,0.999594509601593,8.622877794550732e-05,audio,0.5,0.7540983557701111,0.7027027010917664
0,c7UH_rxdZv4$_$24,-1.7999999523162842,0.4500056505203247,0.00039961052243597806,0.9994947910308838,0.00010563495743554085,audio,0.5714285969734192,0.6666666865348816,0.7179487347602844
291,jUzDDGyPkXU$_$8,1.7999999523162842,0.811902642250061,0.0006356773665174842,0.9992682337760925,9.606092498870566e-05,audio,0.8181818127632141,0.75,0.6896551847457886
128,d6hH302o4v8$_$21,-2.4000000953674316,0.9020569324493408,0.0005621012533083558,0.9992964267730713,0.00014150921197142452,audio,0.6363636255264282,0.5862069129943848,0.7647058963775635
292,jUzDDGyPkXU$_$11,2.4000000953674316,0.8869035840034485,0.0004097834462299943,0.9995120763778687,7.817491132300347e-05,audio,0.6521739363670349,0.8125,0.6410256624221802
334,lXPQBPVc5Cw$_$25,-2.4000000953674316,0.5614321231842041,0.0006571212434209883,0.9992330074310303,0.00010992987517965958,audio,0.8260869383811951,0.7118644118309021,0.7560975551605225
