index,id,y_true,y_pred,w_text,w_audio,w_vision,pred_text_center,pred_audio_center,pred_vision_center,err_text_center,err_audio_center,err_vision_center,oracle_w_text,oracle_w_audio,oracle_w_vision,router_selected_anchor,oracle_selected_anchor,router_oracle_match,availability_text,availability_audio,availability_vision,g_task,g_rel,w_rel_text,w_rel_audio,w_rel_vision,w_task_text,w_task_audio,w_task_vision,router_rel_selected_anchor,router_task_selected_anchor,task_router_oracle_match,entropy_rel,entropy_task,router_disagreement,pred_std,pred_range
146,d6hH302o4v8$_$11,-1.0,0.1462700366973877,8.82394851942081e-06,0.0001404803479090333,0.9998506307601929,0.05691652372479439,0.021800346672534943,0.01112271286547184,1.0569164752960205,1.0218003988265991,1.011122703552246,0.32218730449676514,0.33664470911026,0.34116804599761963,vision,vision,1,0.5,0.6285714507102966,0.46341463923454285,0.0,1.0,8.82394851942081e-06,0.0001404803479090333,0.9998506307601929,0.28479859232902527,0.4294741153717041,0.28572726249694824,vision,audio,0,0.0014981543645262718,1.0786237716674805,0.4760822653770447,0.019562523812055588,0.0457938089966774
530,v0zCBqDeKcE$_$16,0.0,-0.5608871579170227,5.719676209992031e-06,3.269250737503171e-05,0.9999616146087646,-0.4589453339576721,-0.5020092129707336,-0.5036100149154663,0.4589453339576721,0.5020092129707336,0.5036100149154663,0.34562698006629944,0.32751384377479553,0.32685914635658264,vision,text,0,0.7142857313156128,0.3333333432674408,1.0,0.0,1.0,5.719676209992031e-06,3.269250737503171e-05,0.9999616146087646,0.28865846991539,0.15822400152683258,0.553117573261261,vision,vision,0,0.000445070443674922,0.9779335260391235,0.29789602756500244,0.020688144490122795,0.04466468095779419
278,jUzDDGyPkXU$_$27,-2.0,1.229987382888794,7.832311894162558e-06,0.00011348101543262601,0.9998786449432373,1.0412147045135498,1.028119444847107,1.0050392150878906,3.04121470451355,3.0281195640563965,3.0050392150878906,0.3265027403831482,0.331891268491745,0.34160593152046204,vision,vision,1,0.4166666567325592,0.5,0.5400000214576721,0.0,1.0,7.832311894162558e-06,0.00011348101543262601,0.9998786449432373,0.26569345593452454,0.36691686511039734,0.3673897087574005,vision,vision,1,0.0012442616280168295,1.0879106521606445,0.42165932059288025,0.014954928308725357,0.03617548942565918
207,f9O3YtZ2VfI$_$29,-2.0,-0.2532757520675659,1.3267788744997233e-05,9.747409785632044e-05,0.9998892545700073,-0.21305477619171143,-0.20255595445632935,-0.23909221589565277,1.7869452238082886,1.7974441051483154,1.760907769203186,0.3311209976673126,0.3268038332462311,0.3420752286911011,vision,vision,1,0.625,0.3787878751754761,0.4430379867553711,0.0,1.0,1.3267788744997233e-05,9.747409785632044e-05,0.9998892545700073,0.4053761959075928,0.2898145616054535,0.3048092722892761,vision,text,0,0.001159982173703611,1.0871042013168335,0.4633866548538208,0.0153589379042387,0.036536261439323425
633,yvsjCA6Y5Fc$_$3,-2.0,-1.4032403230667114,6.651525382039836e-06,9.300889360019937e-05,0.9999003410339355,-1.1794263124465942,-1.1953988075256348,-1.232134461402893,0.8205736875534058,0.8046011924743652,0.7678655385971069,0.3238058388233185,0.330335795879364,0.3458583652973175,vision,vision,1,0.3076923191547394,0.40816327929496765,0.508474588394165,0.0,1.0,6.651525382039836e-06,9.300889360019937e-05,0.9999003410339355,0.24780291318893433,0.35304832458496094,0.39914870262145996,vision,vision,1,0.0010423091007396579,1.0798782110214233,0.4005011022090912,0.022067517042160034,0.05270814895629883
368,nbWiPyCm4g0$_$4,-2.200000047683716,-0.363373726606369,8.526792953489348e-06,0.00010542926611378789,0.9998859167098999,-0.330710768699646,-0.3402743339538574,-0.37105563282966614,1.8692892789840698,1.8597257137298584,1.828944444656372,0.3263973295688629,0.33032262325286865,0.34328001737594604,vision,vision,1,0.5813953280448914,0.5433070659637451,0.41447368264198303,0.0,1.0,8.526792953489348e-06,0.00010542926611378789,0.9998859167098999,0.35096055269241333,0.37959685921669006,0.2694425582885742,vision,audio,0,0.0011790493736043572,1.0885260105133057,0.48696228861808777,0.017213230952620506,0.04034486413002014
656,zhpQhgha_KU$_$21,0.6000000238418579,-0.7977566123008728,5.514865733857732e-06,8.46299299155362e-05,0.9999098777770996,-0.6650134325027466,-0.6687958240509033,-0.6956698298454285,1.2650134563446045,1.2687958478927612,1.2956697940826416,0.33810198307037354,0.3365071713924408,0.32539087533950806,vision,text,0,0.42105263471603394,0.5161290168762207,0.5675675868988037,0.0,1.0,5.514865733857732e-06,8.46299299155362e-05,0.9999098777770996,0.259351521730423,0.3654293715953827,0.37521907687187195,vision,vision,0,0.0009504662011750042,1.085691213607788,0.4164605140686035,0.013647678308188915,0.030656397342681885
233,f_pcplsH_V0$_$14,-1.0,-0.8248855471611023,7.136896329029696e-06,8.189422078430653e-05,0.9999109506607056,-0.690265417098999,-0.6974174380302429,-0.7241737246513367,0.309734582901001,0.3025825619697571,0.27582627534866333,0.32762429118156433,0.33056640625,0.3418092429637909,vision,vision,1,0.5,0.47311827540397644,0.5714285969734192,0.0,1.0,7.136896329029696e-06,8.189422078430653e-05,0.9999109506607056,0.29852235317230225,0.3297325372695923,0.37174510955810547,vision,vision,1,0.0009442305890843272,1.0945755243301392,0.4187772274017334,0.014593852683901787,0.033908307552337646
513,tmZoasNr4rU$_$18,0.0,-0.8146862983703613,1.6426130969193764e-05,0.00013650655455421656,0.9998470544815063,-0.6298016309738159,-0.6329274773597717,-0.6677234172821045,0.6298016309738159,0.6329274773597717,0.6677234172821045,0.33900558948516846,0.3376835882663727,0.32331088185310364,vision,text,0,0.7777777910232544,0.6153846383094788,0.6666666865348816,0.0,1.0,1.6426130969193764e-05,0.00013650655455421656,0.9998470544815063,0.36741402745246887,0.3134550452232361,0.31913092732429504,vision,text,1,0.0015486653428524733,1.0960147380828857,0.45381078124046326,0.017187172546982765,0.037921786308288574
116,d3_k5Xpfmik$_$4,-1.0,0.47982412576675415,1.5387679013656452e-05,7.997611101018265e-05,0.9999046325683594,0.4161466956138611,0.41216325759887695,0.3698505163192749,1.4161467552185059,1.412163257598877,1.369850516319275,0.3263101577758789,0.3279390037059784,0.3457508981227875,vision,vision,1,0.8333333134651184,0.40425533056259155,0.5357142686843872,0.0,1.0,1.5387679013656452e-05,7.997611101018265e-05,0.9999046325683594,0.47796347737312317,0.23706653714179993,0.2849699556827545,vision,text,0,0.0010203456040471792,1.0518227815628052,0.4766231179237366,0.020948540419340134,0.04629617929458618
