index,id,y_true,y_pred,w_text,w_audio,w_vision,pred_text_center,pred_audio_center,pred_vision_center,err_text_center,err_audio_center,err_vision_center,oracle_w_text,oracle_w_audio,oracle_w_vision,router_selected_anchor,oracle_selected_anchor,router_oracle_match,availability_text,availability_audio,availability_vision
256,fvVhgmXxadc$_$8,-0.5,-1.3020431995391846,0.31721949577331543,0.3425314128398895,0.34024912118911743,-1.0813981294631958,-1.098073959350586,-1.098506212234497,0.5813981294631958,0.5980739593505859,0.5985062122344971,0.3380419611930847,0.3310684561729431,0.33088961243629456,audio,text,0,0.7142857313156128,0.699999988079071,0.75
207,f9O3YtZ2VfI$_$29,-2.0,1.23821222782135,0.36892539262771606,0.29930415749549866,0.3317703902721405,1.2478255033493042,1.20133638381958,1.2738988399505615,3.2478256225585938,3.20133638381958,3.2738988399505615,0.33027634024620056,0.35003790259361267,0.3196857273578644,text,audio,0,0.75,0.5909090638160706,0.6962025165557861
23,c7UH_rxdZv4$_$15,-2.4000000953674316,-1.4095759391784668,0.481506884098053,0.2532998025417328,0.26519331336021423,-1.1321405172348022,-1.1763067245483398,-1.1560890674591064,1.2678595781326294,1.2236933708190918,1.2439110279083252,0.3239235281944275,0.34230944514274597,0.33376699686050415,text,audio,0,1.0,0.625,0.699999988079071
157,d6hH302o4v8$_$30,-2.799999952316284,-1.7994788885116577,0.3175656497478485,0.4308773875236511,0.25155699253082275,-1.5099833011627197,-1.5137821435928345,-1.510652780532837,1.2900166511535645,1.2862178087234497,1.2893471717834473,0.3327125608921051,0.33429625630378723,0.3329911530017853,audio,audio,1,0.6666666865348816,0.7647058963775635,0.550000011920929
193,etzxEpPuc6I$_$4,0.800000011920929,1.5863118171691895,0.3340997099876404,0.3438017666339874,0.3220984637737274,1.6430174112319946,1.548747181892395,1.6682913303375244,0.8430173993110657,0.7487471699714661,0.8682913184165955,0.32321009039878845,0.3636312186717987,0.31315869092941284,audio,audio,1,0.6818181872367859,0.6415094137191772,0.6612903475761414
355,lXPQBPVc5Cw$_$12,-2.0,-0.8360961675643921,0.2588820457458496,0.26143893599510193,0.4796789884567261,-0.758756160736084,-0.7453494668006897,-0.7811985015869141,1.241243839263916,1.254650592803955,1.218801498413086,0.3320239186286926,0.326506108045578,0.34147003293037415,vision,vision,1,0.692307710647583,0.6428571343421936,1.0
16,c7UH_rxdZv4$_$6,-2.5999999046325684,0.2162172645330429,0.3333674967288971,0.35870617628097534,0.30792632699012756,0.38240689039230347,0.409531831741333,0.41699081659317017,2.9824068546295166,3.0095317363739014,3.0169906616210938,0.34195592999458313,0.33055588603019714,0.3274882137775421,audio,text,0,0.7200000286102295,0.7023809552192688,0.6800000071525574
664,zhpQhgha_KU$_$5,-2.200000047683716,-1.4568078517913818,0.4012678563594818,0.35414934158325195,0.24458281695842743,-1.146773338317871,-1.1354122161865234,-1.1687440872192383,1.0532267093658447,1.0645878314971924,1.0312559604644775,0.3318132758140564,0.3271344006061554,0.3410523235797882,text,vision,0,0.782608687877655,0.6666666865348816,0.5348837375640869
616,yDtzw_Y-7RU$_$9,-1.0,0.1641153246164322,0.2679482102394104,0.3452889621257782,0.3867628574371338,0.3123432397842407,0.3525039553642273,0.2900863289833069,1.3123432397842407,1.352504014968872,1.290086269378662,0.3356549143791199,0.3192206919193268,0.34512439370155334,vision,vision,1,0.5625,0.6372548937797546,0.7457627058029175
310,k5Y_838nuGo$_$28,2.0,0.20960208773612976,0.21724818646907806,0.35181498527526855,0.43093690276145935,0.3267991542816162,0.29728370904922485,0.3863895535469055,1.6732008457183838,1.70271635055542,1.6136105060577393,0.32882726192474365,0.31691649556159973,0.3542562425136566,vision,vision,1,0.5,0.6875,0.8421052694320679
654,zhpQhgha_KU$_$27,0.800000011920929,0.8111167550086975,0.25292423367500305,0.37923693656921387,0.3678387999534607,0.9823346734046936,0.9027554392814636,1.0378687381744385,0.18233466148376465,0.10275542736053467,0.23786872625350952,0.3292151987552643,0.3636477291584015,0.30713704228401184,audio,audio,1,0.6000000238418579,0.75,0.7857142686843872
511,tmZoasNr4rU$_$16,-1.399999976158142,-1.3016363382339478,0.39962515234947205,0.3509528338909149,0.24942204356193542,-1.0485503673553467,-1.035507321357727,-1.086320400238037,0.3514496088027954,0.36449265480041504,0.313679575920105,0.3297964930534363,0.3244631290435791,0.345740407705307,text,vision,0,0.8666666746139526,0.75,0.6315789222717285
168,dq3Nf_lMPnE$_$15,1.0,1.1813721656799316,0.35021743178367615,0.3882891833782196,0.26149338483810425,1.2147529125213623,1.1598803997039795,1.2434359788894653,0.2147529125213623,0.1598803997039795,0.24343597888946533,0.32940474152565,0.3527917265892029,0.3178035020828247,audio,audio,1,0.6470588445663452,0.6440678238868713,0.5
263,iiK8YX8oH1E$_$17,1.600000023841858,2.2902722358703613,0.4021488428115845,0.2245446741580963,0.3733065128326416,2.265967845916748,2.1143229007720947,2.26932954788208,0.6659678220748901,0.5143228769302368,0.6693295240402222,0.3120592534542084,0.37719011306762695,0.31075069308280945,text,audio,0,0.8666666746139526,0.5199999809265137,0.8275862336158752
34,cM3Yna7AavY$_$10,1.600000023841858,1.217498779296875,0.41178014874458313,0.29059383273124695,0.2976260781288147,1.276450753211975,1.2493860721588135,1.2958849668502808,0.3235492706298828,0.35061395168304443,0.30411505699157715,0.3342999815940857,0.3231795132160187,0.34252047538757324,text,vision,0,0.8571428656578064,0.6315789222717285,0.695652186870575
361,lXPQBPVc5Cw$_$18,-1.399999976158142,0.7056182026863098,0.22809775173664093,0.3978741466999054,0.37402811646461487,0.9399991631507874,0.8570117354393005,0.9765232801437378,2.339999198913574,2.257011651992798,2.37652325630188,0.32629862427711487,0.36196500062942505,0.31173640489578247,audio,audio,1,0.4545454680919647,0.6800000071525574,0.699999988079071
591,wMbj6ajWbic$_$9,-2.0,-1.2025206089019775,0.3607081472873688,0.34299835562705994,0.2962934970855713,-0.9559518694877625,-0.9718769192695618,-0.9375461339950562,1.0440480709075928,1.028123140335083,1.0624538660049438,0.33362680673599243,0.34033462405204773,0.3260386288166046,text,audio,0,0.800000011920929,0.7200000286102295,0.699999988079071
